289,Tani,Skell,441,804.8,8933.2,
293,Andree,Ashok,748,992.55,1337.9,
294,Gabi,Pelagias,471,896.44,268.8,
296,Johna,Matthew,891,738.42,2699.0,
298,Tobe,Pozzy,842,193.27,4685.9,
301,Cordi,Thad,936,807.42,582.8,
302,Romona,Ralfston,657,735.76,5849.5,
304,Annice,Zenas,967,625.08,5135.8,
306,Merry,Saree,512,613.11,7453.2,
308,Josephine,Douglass,455,385.4,8045.9,
309,Maridel,Stacy,905,115.53,9608.9,
312,Sadie,Carmena,937,114.75,2237.0,
313,Layla,Rozanna,446,89.07,8861.6,
316,Kenna,Maryanne,441,899.2,7670.4,
320,Blondelle,Pauly,923,440.41,5347.2,
321,Deane,Annice,659,223.84,8435.5,
325,Sandie,Amasa,462,900.14,1229.6,
329,Nariko,Pip,570,159.25,8016.2,
330,Neila,Billye,944,119.83,4370.5,
337,Selia,Keily,583,833.29,6508.7,
338,Violet,Angelis,769,28.29,3764.6,
340,Jaime,Virgin,407,798.51,724.2,
341,Charissa,Reneta,723,344.85,539.6,
342,Letizia,Magnolia,724,765.28,9502.0,
344,Sarette,Yoko,750,987.83,2884.1,
346,Flory,Cutlerr,428,245.8,5464.0,
348,Annice,Kinnard,745,952.68,9621.8,
350,Cacilie,Othilia,716,353.11,1147.1,
352,Courtnay,Karylin,430,466.4,6463.1,
356,Dianemarie,Bronk,550,621.55,3986.0,
357,Shirlee,Kat,545,486.48,8730.9,
362,Cherilyn,Wilona,898,691.36,7076.2,
365,Vonny,Beebe,742,182.13,2032.6,
366,Regina,Travax,819,76.6,8194.7,
370,Ermengarde,Tiffa,628,168.53,928.5,
373,Gilda,Kinnard,971,371.43,8605.0,
374,Fernande,Lubin,468,143.35,1926.2,
376,Angelique,Brady,852,276.74,3430.8,
378,Brana,Allys,919,106.62,5492.3,
381,Merci,Joli,526,712.29,9159.5,
382,Dulce,Francyne,832,864.94,7711.4,
384,Heida,Eiser,631,203.29,333.6,
385,Raina,Heisel,727,437.56,8184.6,
386,Correy,Dermott,632,667.65,5924.3,
388,Elmira,Tjon,409,607.11,7115.0,
390,Sean,Maroney,871,412.35,8226.9,
393,Fernande,Rosette,498,25.11,3199.6,
394,Cindelyn,Grosz,659,441.11,290.2,
398,Renie,Old,773,163.07,8157.4,
401,Kittie,Yusuk,882,953.27,1546.6,
405,Frank,Brittani,928,590.62,6576.0,
414,Ofilia,Mallon,508,735.8,947.7,
416,Viviene,Bahr,948,335.92,3672.4,
418,Viki,Iaverne,905,96.43,7732.1,
420,Winny,Ax,520,670.33,6108.1,
421,Letizia,Cristi,566,81.55,529.5,
422,Reeba,Prouty,933,535.98,5524.2,
424,Jaclyn,Marijo,451,537.4,5113.4,
426,Maye,Persse,465,275.41,4667.8,
429,Ilse,Alfons,985,26.02,8721.3,
432,Livvyy,Jethro,957,13.55,1533.7,
433,Roslyn,Andrel,955,1000.05,804.1,
436,Hermione,Lea,595,40.11,6657.3,
437,Judy,Sisile,540,646.06,733.5,
441,Mariele,Quent,590,760.77,3656.5,
448,Elsie,Merna,759,821.83,6126.7,
449,Kelly,Leonard,425,53.57,9244.4,
452,Ekaterina,Ovid,732,454.53,1971.1,
454,Ileana,Gordon,510,493.61,1096.3,
456,Jordan,Gert,810,153.51,3362.2,
457,Libbie,Kesley,830,647.16,3893.1,
458,Courtnay,Honoria,529,87.14,1750.2,
461,Rosene,Milson,723,707.96,9688.7,
464,Nelle,Kinnard,660,969.42,5662.8,
465,Keelia,Hewitt,586,94.24,2385.7,
466,Maye,Cottle,563,857.25,7464.3,
468,Latisha,Raychel,853,800.5,7012.9,
469,Sindee,Maisey,817,792.63,4618.8,
472,Addia,Francene,571,97.91,2530.5,
476,Chloris,Edee,529,582.85,7725.6,
477,Rhoda,Ulphia,695,892.81,7154.3,
480,Liana,Tristram,953,45.0,5887.9,
481,Judy,Lynn,431,138.31,6621.6,
485,Letizia,Adamsen,884,178.26,9995.8,
486,Cordi,Paton,518,919.11,5900.9,
488,Brooks,Sperling,721,893.07,7084.2,
492,Tamqrah,Elephus,815,919.81,119.7,
493,Elie,Joli,830,753.74,5878.0,
496,Roberta,Talia,912,178.57,9028.6,
497,Aryn,Old,433,481.49,4576.2,
498,Augustine,Anselmi,686,399.62,8814.2,
500,Arlena,Codding,744,667.98,2671.3,
505,Quintina,Vacuva,489,878.95,7437.1,
508,Ericka,Gordon,406,334.48,4321.1,
509,Regina,Ingra,742,445.37,2916.9,
510,Dorice,Bach,539,487.99,6143.1,
513,Annecorinne,Jehu,947,682.87,7057.3,
514,Ursulina,Lewes,973,63.97,2271.4,
516,Barbi,Elephus,515,508.54,2510.1,
518,Agathe,Cimbura,810,226.81,4855.3,
520,Sidoney,Havens,843,647.19,6993.9,
522,Allyce,Wu,730,730.28,6474.0,
524,Gratia,Docilla,946,628.24,1944.2,
526,Linzy,Stacy,489,206.56,2260.4,
528,Donnie,Uund,480,500.7,8918.0,
534,Darci,Oscar,815,363.45,3191.6,
536,Lulita,Pierette,413,468.9,3375.1,
540,Cissiee,Astra,949,225.73,408.9,
544,Nessie,Moseley,819,980.52,8821.7,
545,Karena,Aldric,438,876.63,1790.3,
546,Noelle,Hachmin,469,741.26,6695.4,
549,Inga,Morgun,425,841.38,9034.1,
550,Celene,Sekofski,728,636.75,3330.0,
553,Bernardine,Chapland,940,675.3,2474.3,
556,Romona,Elisha,453,319.45,143.1,
557,Mamie,Raseda,884,426.88,5387.6,
560,Nessie,Leffen,932,527.03,1117.4,
561,Ardeen,Ader,534,907.26,5186.0,
562,Pamella,Justinn,538,801.09,5328.3,
566,Marline,Darrell,490,334.65,692.4,
574,Quintina,Zaslow,873,744.34,8052.5,
577,Celene,Virgin,648,801.5,8342.4,
578,Bobinette,Burnside,830,496.25,5785.3,
580,Elka,Alejoa,934,633.98,1087.2,
581,Hope,Tristram,721,892.3,8710.8,
585,Nanete,Laurianne,697,532.27,4207.3,
586,Roslyn,Gavrila,641,38.88,9934.7,
593,Teriann,Peti,813,863.58,5743.9,
594,Gisela,Karl,653,485.86,6524.4,
596,Nariko,Bergman,855,715.75,7075.8,
598,Bibby,Phaidra,912,857.93,9662.8,
600,Juliane,Kenney,713,318.12,779.8,
601,Annabela,Ardeha,477,162.96,7710.6,
602,Leia,Dex,968,328.44,5545.2,
604,Ricky,Love,857,381.57,9628.8,
609,Annecorinne,Nadia,560,986.45,9922.9,
614,Doralynne,Katrine,948,216.25,5196.3,
617,Lesly,Belldas,457,505.34,2994.2,
618,Frances,Brackely,518,638.95,1696.7,
620,Loree,Lunsford,823,843.71,6177.3,
628,Adore,Autrey,643,70.67,2797.1,
629,Audrie,Mauer,489,696.5,2468.0,
630,Nerta,Giff,969,583.46,1574.2,
632,Dominga,Ophelia,1000,29.17,9828.6,
633,Lorie,Deny,920,768.62,4356.7,
636,Mahalia,Juliet,684,70.44,7302.9,
638,Concettina,Dunkin,897,94.28,6754.9,
641,Claresta,Shields,644,360.41,7928.8,
642,Drucie,Bonilla,670,634.84,3015.0,
649,Aurore,Lamoree,676,599.06,2349.6,
650,Jere,Daveta,959,910.23,8747.8,
652,Juliane,Koehler,761,663.71,3742.0,
654,Belva,Johanna,440,966.03,8825.3,
656,Correy,Sherrie,565,531.7,5329.9,
657,Juliane,Bohlin,707,232.16,7772.7,
658,Cristabel,Albertine,784,935.6,3970.8,
661,Tarra,Jotham,766,197.18,2422.6,
662,Imojean,Killigrew,598,912.07,9240.0,
665,Kalina,Zola,548,780.34,7161.0,
670,Nikki,Phyllis,850,807.11,9714.8,
672,Kaja,Johanna,603,367.57,712.7,
673,Stacey,MacIntosh,487,327.77,9100.7,
676,Louella,Marisa,698,689.03,5045.8,
677,Ricky,Raul,672,180.51,9560.8,
678,Ida,Carri,643,88.65,1904.8,
680,Imojean,Tjon,768,96.08,6977.8,
681,Dede,Pattin,655,701.54,4013.8,
682,Sherrie,Felizio,514,700.12,6917.0,
684,Angelique,Ambrosia,793,541.23,3427.5,
685,Damaris,Cornelia,691,710.3,2500.2,
686,Winny,Hubert,670,81.71,889.9,
692,Chrystel,Ciapas,957,531.57,7086.1,
696,Brianna,Janene,427,478.01,9388.8,
697,Arlina,Minetta,641,10.03,7744.9,
698,Benita,Dosia,402,757.79,7923.0,
700,Dale,Wooster,402,623.78,1150.8,
702,Leeanne,Couture,624,120.7,4182.4,
704,Modestia,Corabella,551,768.67,9985.9,
705,Lynnea,Urias,911,863.67,9875.0,
706,Cristabel,Angelis,933,816.37,9549.1,
708,Nessie,Peonir,707,736.57,8298.0,
710,Lory,Zina,927,828.87,5731.4,
712,Rebeca,Yam,447,616.11,1183.2,
713,Tracey,Muriel,588,815.25,3743.1,
718,Gilligan,Noelyn,741,162.25,7705.9,
721,Renae,Sallyann,824,127.9,4432.3,
724,Stephanie,Vernier,966,51.96,634.8,
726,Zia,Pozzy,723,372.53,9888.9,
728,Modestia,Bryna,886,428.49,7230.4,
736,Nessie,Payson,863,225.71,3220.2,
738,Kaja,Felizio,760,216.32,1835.5,
740,Sallie,Hashim,992,534.85,7386.9,
741,Fernande,Tybald,930,804.81,9939.9,
744,Concettina,Diogenes,919,828.42,5728.1,
748,Louella,Erminia,723,59.56,1793.4,
749,Gisela,Olnee,901,786.04,2647.1,
750,Britte,Shanley,495,261.62,3787.2,
756,Cassondra,Drisko,736,908.52,69.3,
758,Danny,Salchunas,419,304.59,66.3,
760,Mahalia,Noelyn,579,928.82,5120.8,
761,Nanete,Bertold,457,105.38,5154.8,
766,Jaime,Delacourt,935,843.99,4179.6,
770,Orsola,Madox,446,58.4,7474.0,
772,Bobbi,Claudine,520,92.39,1134.1,
773,Tressa,Rogerio,770,760.02,5411.0,
776,Dorthy,Cleavland,992,397.61,8305.9,
777,Gilligan,Miru,436,998.85,6881.7,
778,Alisha,Serilda,987,646.21,119.7,
780,Bill,Santoro,604,812.39,3825.0,
781,Lizzie,Erminia,702,626.37,526.8,
785,Viki,Hessler,476,471.08,6970.4,
788,Caryl,Blase,988,265.22,9074.6,
790,Tarra,Remmer,616,941.79,984.8,
793,Dawn,Lia,474,239.7,5951.9,
797,Mariele,Alva,838,239.95,3243.4,
798,Anestassia,Amand,520,462.83,4949.6,
801,Celene,Schlosser,700,735.14,4687.0,
802,Eugine,Slifka,577,497.36,2373.1,
804,Tori,Amadas,623,927.67,5490.3,
808,Clarice,Daegal,911,268.72,1515.7,
810,Marita,Kellby,925,642.85,2510.7,
812,Kerrin,Myrilla,414,859.97,4166.6,
813,Nita,Stanwood,794,493.85,3994.9,
816,Meriel,Rosalba,930,160.88,7651.7,
818,Jaclyn,Fitzsimmons,962,506.3,9620.1,
820,Corly,Pelagias,717,342.06,7246.7,
822,Elora,Junie,897,980.99,924.3,
825,Gusty,Bigner,513,779.35,5249.1,
830,Merrie,Love,885,435.33,4060.6,
833,Silvana,Ashok,692,638.26,3232.3,
834,Cassandra,Ball,843,847.53,1174.3,
837,Dagmar,Konyn,857,28.39,6893.1,
838,Gloria,Jarib,907,864.29,6129.1,
841,Patricia,Thunell,696,220.8,5658.9,
842,Kaja,Revkah,833,772.44,5524.0,
844,Leona,Emmy,700,69.87,3472.8,
846,Fred,Cleavland,954,624.73,7474.2,
848,Danny,Ciapas,695,714.92,9827.1,
849,Rivalee,Diogenes,951,548.07,8190.9,
852,Hyacinthe,Cullin,704,918.62,3438.7,
854,Shandie,Tristram,440,355.73,3736.1,
857,Mara,Yam,781,314.56,7254.9,
858,Esmeralda,Hylan,568,571.75,7881.8,
860,Cordi,Schlosser,824,220.0,9375.4,
861,Fred,Lay,787,250.66,2077.4,
862,Florencia,Edee,976,668.52,2884.4,
865,Trixi,Bigner,733,347.53,4918.7,
866,Kary,Skurnik,753,777.14,937.0,
873,Kara-Lynn,Ogren,626,726.69,5500.3,
876,Mariann,Bakerman,580,437.15,1841.1,
878,Carilyn,Berriman,615,60.6,7820.9,
881,Christy,Stevy,676,446.01,6268.1,
882,Dione,Thunell,683,891.43,7979.6,
885,Candi,Blase,512,182.43,1828.4,
886,Clary,Stanwood,959,175.65,7554.8,
889,Damaris,Nedrud,581,757.92,6580.5,
890,Ricky,Jena,758,989.54,7732.1,
892,Courtnay,Morgun,574,534.65,6281.8,
894,Viki,Richers,984,862.87,3210.4,
900,Dulcinea,Torray,538,502.97,8887.7,
901,Dorothy,Silvan,582,498.89,131.3,
904,Magdalena,Weitman,443,437.34,9157.3,
905,Pearline,Pauly,652,710.15,976.7,
906,Therine,Phyllis,718,462.48,5411.6,
909,Nelle,Audly,815,795.92,2819.5,
910,Agathe,Gualtiero,450,880.73,4490.1,
912,Mariann,Sheng,569,282.22,6867.6,
916,Lila,Astra,1000,826.95,9262.6,
917,Janeczka,Garbe,556,613.91,3811.4,
920,Belva,Karna,870,936.57,1712.9,
922,Nonnah,O'Neill,582,187.19,1870.9,
925,Valera,Valoniah,739,204.93,346.6,
926,Jillayne,Ruvolo,840,647.02,68.0,
929,Roxane,Thunell,571,266.46,6045.9,
932,Consuela,Melan,572,400.37,5707.0,
933,Caressa,Bevin,998,440.06,1491.6,
934,Maud,Seessel,662,713.46,3043.6,
938,Sean,Turne,451,277.26,8689.4,
941,Emelina,Lowry,702,296.47,4076.2,
942,Shell,Barrus,746,488.23,5410.0,
944,Hildegaard,Alisia,559,251.64,1214.5,
948,Allyce,Willie,518,734.39,9483.3,
949,Nessie,Tannie,655,13.32,7039.9,
950,Allis,Rhu,814,162.15,867.1,
952,Marinna,Garek,458,716.63,8234.3,
953,Annaliese,Cutlerr,893,985.31,8649.9,
954,Annabela,Anyah,450,476.01,1646.6,
957,Isa,Gavrila,409,432.51,7275.7,
958,Nannie,Kirbee,403,655.6,8997.6,
961,Carly,Tippets,406,94.41,7992.8,
962,Corly,Glenden,495,796.43,4998.1,
964,Hollie,Yate,888,845.73,2225.0,
965,Marika,Kevon,725,349.64,4305.2,
966,Rhea,Eben,991,3.13,6934.6,
968,Barbara,Stuart,543,980.57,8485.3,
969,Sherrie,Gahl,879,848.99,9266.7,
970,Minne,Halsey,999,756.83,3201.8,
972,Aimil,Baylor,500,476.59,844.7,
973,Roslyn,Tristram,659,307.37,9514.5,
974,Hettie,McCutcheon,985,90.03,7181.3,
976,Tracey,Goldina,456,639.3,7451.6,
977,Rochette,Chrystel,722,37.54,6268.6,
978,Lita,Arne,973,985.32,6274.0,
981,Selma,Milde,526,67.08,7531.0,
988,Hannis,Raychel,907,908.4,4326.1,
992,Janis,Penelopa,767,586.16,401.9,
997,Vinita,Friede,579,841.73,7798.9,
998,Claudina,Hoban,602,70.7,7974.4,
1001,Cassondra,Lynn,454,826.15,3571.3,
1004,Paola,Rhu,615,19.06,3966.4,
1005,Trixi,Klotz,629,545.29,2351.4,
1006,Jean,Pernick,442,797.01,9453.5,
1009,Carolina,Magdalen,403,350.05,5065.8,
1014,Anica,Armanda,611,609.8,6146.4,
1016,Tiffie,Agle,926,529.14,8622.7,
1017,Cissiee,Ricki,808,424.27,2291.3,
1022,Alex,Bobbee,957,469.49,7483.1,
1026,Leanna,Scammon,596,601.31,2380.9,
1029,Cathie,Loleta,554,301.95,5387.1,
1030,Flo,Nelsen,636,425.94,6718.2,
1033,Alameda,Sundin,791,620.15,4703.2,
1034,Brynna,Anis,834,508.27,1319.1,
1038,Joceline,Corrine,536,638.41,2201.8,
1040,Dorice,Selway,401,404.97,4853.7,
1041,Sean,Mullane,842,784.16,9247.3,
1044,Orelia,Tamsky,987,801.95,8780.7,
1046,Kalina,Rad,867,143.37,8270.1,
1050,Addia,Dannye,837,534.31,5355.6,
1052,Chickie,Vastah,560,820.53,4288.6,
1056,Debee,Carri,980,306.97,7980.8,
1057,Sara-Ann,Deegan,802,576.57,2185.5,
1060,Allyce,Stevy,435,869.24,6817.2,
1061,Vere,Simmonds,580,361.09,22.7,
1062,Nicoli,Chesna,909,460.28,7851.7,
1064,Maridel,Iaverne,867,999.64,7604.9,
1065,Ruthe,Demitria,949,838.65,5012.9,
1066,Selia,Hanleigh,779,957.94,6214.3,
1068,Willetta,Thad,636,278.52,9454.9,
1069,Ermengarde,Dimitris,808,713.83,5759.2,
1070,Arlena,Atonsah,943,499.92,1041.4,
1073,Joelly,Strephon,923,250.37,7440.7,
1082,Natka,Annice,786,114.74,6819.5,
1085,Suzette,Wallis,638,314.29,8323.7,
1088,Annabela,Larochelle,948,606.37,2288.7,
1089,Jean,Whiffen,459,299.91,5815.5,
1090,Kimmy,Amasa,780,566.7,2507.3,
1092,Giustina,Dawkins,934,851.18,2766.7,
1093,Georgina,Grosz,940,613.64,9038.9,
1094,Lynde,Sikorski,613,440.07,5838.3,
1098,Ebonee,Tacye,680,277.04,1624.9,
1100,Robinia,Grayce,507,206.7,5908.2,
1101,Marcelline,Chinua,624,289.71,6909.7,
1102,Susan,Trinetta,904,315.69,3008.2,
1104,Hope,Granoff,634,126.76,3615.6,
1105,Queenie,Fosque,937,858.85,1423.9,
1112,Doralynne,Neils,609,502.19,5518.9,
1116,Marika,Carbo,495,638.95,8496.8,
1117,Linet,Eno,854,339.11,2044.2,
1120,Johna,Gaal,610,288.71,8082.9,
1121,Ana,Lattie,656,358.48,860.8,
1122,Emylee,Delacourt,767,399.79,8751.6,
1125,Rori,Waldron,463,853.6,2189.8,
1126,Sadie,Lumbard,813,726.37,821.8,
1129,Vere,Pattin,700,638.96,5900.2,
1130,Kore,Eiser,432,480.48,5733.5,
1132,Queenie,Gaal,877,886.69,8547.9,
1133,Dagmar,Lareena,731,234.72,2060.2,
1134,Michaelina,Pyle,845,104.9,4967.8,
1137,Helena,Haymes,459,809.1,5891.8,
1138,Devina,Delacourt,656,592.26,3304.7,
1140,Ninnetta,Hartnett,590,139.39,9643.9,
1141,Rani,Chobot,756,748.91,4100.1,
1142,Natka,Harday,468,544.63,7975.8,
1144,Madelle,Natica,446,206.81,3641.6,
1145,Katharina,Merell,776,367.92,7198.7,
1146,Ann-Marie,Madelene,685,756.24,435.4,
1149,Lynea,Geffner,589,731.37,2131.3,
1153,Cathyleen,Gaal,501,858.83,6729.7,
1154,Luci,Durante,694,408.91,5120.9,
1156,Olivette,Arquit,475,391.27,3569.9,
1162,Miquela,Philoo,759,364.1,1634.6,
1164,Janeczka,Eben,988,212.61,9661.4,
1165,Ida,Smitt,779,764.61,7894.2,
1166,Maridel,Ariella,900,8.11,4432.6,
1168,Jeanna,Johanna,799,511.86,1344.0,
1170,Sarette,Peonir,538,169.0,4807.9,
1173,Rhoda,Anestassia,879,652.0,8623.8,
1174,Lulita,Reneta,777,319.8,2446.8,
1178,Drucie,Ludewig,630,93.95,5346.3,
1180,Thalia,Halla,895,421.75,6844.7,
1181,Myriam,Creamer,425,781.67,4189.0,
1182,Marleah,Pandolfi,864,1000.49,1263.0,
1184,Dania,Huggins,936,826.96,2946.4,
1185,Hermione,Capello,485,245.72,2710.8,
1188,Libbie,Fleeta,881,682.54,5734.4,
1189,Susette,Atcliffe,902,693.21,7255.1,
1190,Carmencita,Koziara,626,407.93,2890.4,
1196,Kittie,Kendrick,761,980.57,5097.0,
1198,Kerrin,Read,882,357.2,2125.4,
1201,Edyth,Joli,867,549.64,7160.3,
1202,Gavrielle,Westphal,854,148.41,2732.9,
1204,Peri,Hathaway,423,86.62,6133.1,
1208,Rosanne,Jerald,443,887.91,9165.5,
1209,Addia,Delacourt,738,839.8,4637.4,
1210,Lory,Lunsford,983,752.82,1696.2,
1212,Heida,Gusella,758,371.12,3114.6,
1214,Cam,Evangelia,822,311.05,1801.7,
1216,Darlleen,Audly,481,98.38,4880.9,
1217,Ayn,Lindemann,659,580.27,4296.8,
1224,Siana,Skell,875,622.52,194.7,
1225,Lanae,Selway,468,874.87,6272.0,
1228,Teddie,Kauppi,450,938.57,9575.3,
1230,Amalie,Wattenberg,938,829.43,4378.9,
1232,Gertrud,Martsen,983,361.41,5613.3,
1233,Genovera,McClimans,798,755.31,5760.4,
1236,Odessa,Wesle,453,280.46,3347.2,
1237,Hope,Sabella,458,254.48,2258.4,
1238,Jany,Ax,522,537.15,9631.3,
1241,Esmeralda,Christal,566,257.98,4198.1,
1244,Stacey,Wesle,687,582.99,7697.1,
1246,Gwyneth,Natalia,821,803.1,2004.0,
1252,Donnie,Syd,956,946.67,8832.3,
1256,Ellette,Cavan,967,741.86,4320.7,
1260,Ada,Mendez,919,717.13,3426.0,
1261,Almeta,Kiersten,438,885.9,4070.7,
1269,Damaris,Cutlerr,914,695.34,1080.0,
1273,Binny,Bendick,560,61.41,6565.5,
1274,Lanae,Eliathas,915,899.76,8992.9,
1277,Shirlee,Carleen,510,410.37,7102.4,
1278,Tilly,Teddman,567,775.98,584.2,
1280,Dawn,Kalinda,593,760.06,9444.0,
1282,Elyssa,Bakerman,647,739.91,2728.3,
1285,Meriel,Shama,963,115.39,7556.8,
1286,Philis,Lissi,495,533.67,5801.2,
1290,Asia,Craggie,444,37.8,3536.2,
1292,Ayn,Nelsen,427,766.28,5222.2,
1293,Anthia,Elsinore,620,841.86,8922.5,
1294,Carree,Schwejda,885,437.34,9525.7,
1296,Linet,Berne,880,376.74,6041.1,
1297,Leia,Alisia,557,58.4,3042.0,
1300,Sue,Fax,901,160.16,8916.3,
1302,Elora,Marisa,547,49.09,8616.9,
1304,Kenna,Bluh,987,271.25,4354.4,
1306,Myriam,Kinnard,639,70.28,596.7,
1308,Leanna,Noelyn,950,215.35,4406.8,
1309,Addia,Rhu,846,442.54,1434.8,
1310,Damaris,Rosemary,403,669.94,2911.5,
1312,Katuscha,Emmaline,833,136.31,6351.2,
1313,Sherrie,Margret,979,635.35,7495.0,
1314,Jacenta,Friede,402,672.93,487.1,
1318,Donnie,Allina,427,527.56,7889.2,
1320,Dennie,Vary,861,874.39,3876.3,
1326,Stephanie,Hull,881,168.12,4192.7,
1329,Gertrud,Oster,462,686.69,9894.5,
1330,Darlleen,Grobe,617,820.95,1792.4,
1333,Maryellen,Norrie,809,923.55,2147.7,
1334,Neila,Verger,983,515.77,8747.2,
1337,Sandie,Sothena,630,976.71,5753.1,
1338,Rani,Lacombe,933,198.66,6419.0,
1340,Regina,Rubie,731,369.87,1777.6,
1344,Karena,Phaidra,602,376.1,7314.6,
1345,Peri,Hepsibah,965,323.49,7648.2,
1346,Abbie,Ursulette,684,51.23,7471.2,
1349,Kimmy,Parette,829,340.93,8634.3,
1356,Dagmar,Jary,585,537.88,7027.2,
1357,Lenna,Colp,780,362.14,2423.0,
1360,Rivalee,Thema,617,824.49,1520.4,
1364,Linet,Phaidra,716,483.31,3356.6,
1365,Nelle,Urania,795,820.08,7960.9,
1366,Neila,Berriman,637,516.09,4614.4,
1369,Ada,Markman,707,374.23,6238.9,
1372,Riannon,Tayib,480,427.08,5898.4,
1373,Steffane,Andrel,832,486.54,7683.3,
1376,Micheline,Fosque,575,769.8,3096.6,
1378,Vevay,Sancho,687,186.9,3805.1,
1380,Frieda,Eldrid,938,331.13,386.4,
1381,Leanna,Elephus,803,396.52,3727.9,
1385,Barbara,Lytton,976,562.01,7141.1,
1386,Neila,Nisbet,539,386.59,8180.1,
1388,Nerta,Carbo,676,985.1,9085.0,
1389,Ottilie,Kelula,408,338.76,6635.6,
1393,Shaylyn,Raimondo,680,925.34,6188.3,
1394,Sharai,Cressida,921,60.58,2024.9,
1396,Philis,Tengdin,912,67.36,1186.9,
1397,Nelle,Viddah,920,973.44,2410.0,
1401,Rosanne,Merna,858,777.2,1394.4,
1402,Norine,Johanna,544,766.74,2679.4,
1404,Cyb,Koehler,429,83.84,307.3,
1405,Rozele,Melleta,933,754.46,1064.3,
1406,Binny,Philoo,705,790.63,8868.5,
